epoch,train_mse,val_mse,val_mse_surge,val_mse_sway,val_mse_heave,val_mse_yaw
45,9.763907291926444e-05,0.00015598206664435565,0.0004716919793281704,5.676755972672254e-05,4.986275962437503e-05,4.56060042779427e-05
46,0.00013487166143022478,0.00019435294962022454,0.0005828627035953104,6.100512109696865e-05,8.998916746350005e-05,4.355492637841962e-05
47,0.0001385618234053254,0.00019280659034848213,0.0005435233470052481,9.32433467824012e-05,5.320105265127495e-05,8.125860767904669e-05
48,0.00013008687528781593,0.0001896253234008327,0.0005802314844913781,7.403695053653792e-05,6.562565977219492e-05,3.8607136957580224e-05
49,0.00015885870379861444,0.00021344715787563473,0.000638965517282486,7.074938184814528e-05,9.216851321980357e-05,5.1905401051044464e-05
50,0.00011833906319225207,0.00016227734158746898,0.0004806198412552476,5.381942537496798e-05,5.466568109113723e-05,6.0004345868946984e-05
51,0.00012066234921803698,0.00017249735537916422,0.0005448374431580305,5.7980651035904884e-05,4.8317342589143664e-05,3.885407204506919e-05
52,0.00010652674245648086,0.00016200216487050056,0.0004658488614950329,7.506428664783016e-05,5.3151747124502435e-05,5.3943778766551986e-05
53,0.00011317843745928258,0.00016181169485207647,0.00045706855598837137,8.36422696011141e-05,6.072114047128707e-05,4.5814787881681696e-05
54,0.00013584150292444974,0.00018487007764633745,0.0005590981454588473,6.364628643495962e-05,7.64257347327657e-05,4.031007847515866e-05
55,9.869314089883119e-05,0.00014214732800610363,0.0004128150758333504,6.807386671425775e-05,4.9262984248343855e-05,3.843738159048371e-05
56,0.00010303410817869008,0.00015170557890087366,0.00045089531340636313,5.4212348914006725e-05,6.724529521306977e-05,3.44693980878219e-05
57,0.0001286907645408064,0.00018820160767063498,0.0005747005925513804,6.0245645727263764e-05,8.549691119696945e-05,3.236339762224816e-05
58,0.00011131875362480059,0.00015942541358526796,0.0004921592772006989,5.506573506863788e-05,4.706406616605818e-05,4.3412619561422616e-05
59,9.651722939452156e-05,0.0001396218140143901,0.0004121352394577116,5.534654337679967e-05,4.7916528274072334e-05,4.30889667768497e-05
60,9.494896949036047e-05,0.00014455117343459278,0.0004434920265339315,5.252454138826579e-05,5.540255006053485e-05,2.6785555746755563e-05
61,0.00011326675303280354,0.00016987383423838764,0.0005135160754434764,4.836773223360069e-05,8.416766650043428e-05,3.344392462167889e-05
62,0.00010243661381537095,0.0001488073612563312,0.0004526300181169063,4.865708251600154e-05,6.206711987033486e-05,3.187525362591259e-05
63,0.00011317623284412548,0.00018239890050608665,0.0005863031838089228,5.7515440857969224e-05,5.098653491586447e-05,3.479050428722985e-05
64,0.0001484205131419003,0.00018498703138902783,0.0005827764980494976,4.756134876515716e-05,5.371922816266306e-05,5.5891068768687546e-05
65,9.87944076769054e-05,0.0001428254327038303,0.0004245284653734416,5.4122458095662296e-05,5.9564466937445104e-05,3.308640225441195e-05
66,9.756730287335813e-05,0.0001456506724935025,0.0004545514238998294,5.289211549097672e-05,4.885303496848792e-05,2.630604649311863e-05
67,0.0001065532342181541,0.00015284668188542128,0.0004548813740257174,5.145449176779948e-05,5.2983388741267845e-05,5.206747664487921e-05
68,9.677821071818471e-05,0.00014805846149101853,0.000443179887952283,4.943247404298745e-05,4.585539863910526e-05,5.376597982831299e-05
69,0.00011278221063548699,0.0001727137714624405,0.0005411635502241552,5.205816341913305e-05,5.032075205235742e-05,4.731266017188318e-05
70,0.0001233582734130323,0.00018298339273314923,0.0005417050560936332,4.62955649709329e-05,0.00011216398706892505,3.176889367750846e-05
71,0.00011756315507227555,0.00017284128989558667,0.0005588699714280665,3.9515551179647446e-05,6.1177765019238e-05,3.180194471497089e-05
72,0.00010201159602729604,0.00014123643632046878,0.00043507374357432127,4.4670439820038155e-05,5.6896242313086987e-05,2.8305301384534687e-05
73,0.0001027245307341218,0.00016545411199331284,0.0005190119845792651,5.189908551983535e-05,6.0743914218619466e-05,3.0161512768245302e-05
74,8.737477764952928e-05,0.0001298241113545373,0.00038193745422177017,5.273806527839042e-05,4.491773506742902e-05,3.970320540247485e-05
75,9.7565796750132e-05,0.00014310110418591648,0.00040448352228850126,5.583581514656544e-05,7.877327152527869e-05,3.3311785955447704e-05
76,0.0001042830481310375,0.00015487734344787896,0.0004431621346157044,6.937367288628593e-05,7.375172572210431e-05,3.3221793273696676e-05
77,9.450429206481203e-05,0.00016440532635897398,0.0005249402020126581,4.644948057830334e-05,5.1179340516682714e-05,3.505226050037891e-05
78,9.789687464945018e-05,0.00013135073822923005,0.0003445056499913335,9.319867967860773e-05,5.2522795158438385e-05,3.517579898471013e-05
79,0.00010056007886305451,0.00014357335749082267,0.0004070388386026025,6.446888437494636e-05,8.006358257262036e-05,2.2722115318174474e-05
80,0.00011083886784035712,0.00015704186807852238,0.00046319575631059706,5.121855065226555e-05,6.891055818414316e-05,4.4842614443041384e-05
81,9.097797010326758e-05,0.0001321337913395837,0.00041313914698548615,4.188465027255006e-05,4.5084962039254606e-05,2.8426393328118138e-05
82,9.544952627038583e-05,0.0001277184346690774,0.0004021490167360753,4.0108818211592734e-05,3.890651714755222e-05,2.970941932289861e-05
83,0.00010082130756927654,0.00015732682368252426,0.0005292477435432374,3.634091990534216e-05,3.618227856350131e-05,2.7536287234397605e-05
84,0.0001034965825965628,0.00015255986363627017,0.0005106049939058721,3.666421980597079e-05,4.4745280320057645e-05,1.82248986675404e-05
85,0.00011213934340048581,0.0001546811399748549,0.0005094586522318423,3.7161844375077635e-05,4.812682527699508e-05,2.3977350792847574e-05
86,0.00010302431473974138,0.00014397686754819006,0.0004684634041041136,3.740347165148705e-05,4.3231553718214855e-05,2.680905527085997e-05
87,0.00010609540913719684,0.00013971432053949684,0.0004535424232017249,3.892961103701964e-05,4.653290307032876e-05,1.985237940971274e-05
88,0.0001044139135046862,0.0001713668170850724,0.0005688690580427647,4.8558089474681765e-05,4.0327591705136e-05,2.7712540031643584e-05
89,9.4153183454182e-05,0.00015714403707534075,0.0005145925679244101,4.503761374508031e-05,4.712714871857315e-05,2.1818823370267637e-05
90,9.38619050430134e-05,0.00013860984472557902,0.0004176015791017562,4.633420394384302e-05,6.894865509821102e-05,2.1554864360950887e-05
91,9.953338303603232e-05,0.00013875015429221094,0.00043195814942009747,4.138239091844298e-05,3.9289225242100656e-05,4.237083703628741e-05
92,8.842709212331101e-05,0.00012918069842271507,0.0003808057226706296,4.13784509873949e-05,4.740690201288089e-05,4.713171438197605e-05
93,8.240334136644378e-05,0.0001244760351255536,0.000403298472519964,3.233317693229765e-05,3.245852349209599e-05,2.9813953005941585e-05
94,8.153146336553618e-05,0.00012710568262264132,0.0004034286248497665,3.347071469761431e-05,4.8134108510566875e-05,2.3389266061712988e-05
95,9.662446973379701e-05,0.0001381512702209875,0.00043395839747972786,4.679300036514178e-05,4.516661283560097e-05,2.6687002900871448e-05
96,0.0001020902200252749,0.00013379182200878859,0.0004157833755016327,3.510490569169633e-05,5.05786229041405e-05,3.370042031747289e-05
97,9.236302139470354e-05,0.0001456166064599529,0.00045179942389950156,5.537780816666782e-05,4.0026294300332665e-05,3.526291038724594e-05
98,0.00011473585618659854,0.00014638334687333554,0.0004457364557310939,4.192072447040118e-05,4.7817895392654464e-05,5.005835191695951e-05
99,0.0001011508793453686,0.00014831031148787588,0.0004374001291580498,4.110320514882915e-05,6.439058051910251e-05,5.0347276555839926e-05
100,0.00011265018110862002,0.00015005769091658294,0.00042773576569743454,7.106121483957395e-05,5.0394588470226154e-05,5.1039252866758034e-05
101,0.0001029476843541488,0.00014979099796619266,0.00041299802251160145,6.07593210588675e-05,6.548807868966833e-05,5.9918595070485026e-05
102,9.917354327626526e-05,0.00014332587306853384,0.00041187682654708624,5.774209785158746e-05,7.092790474416688e-05,3.27567286149133e-05
103,9.754924394655973e-05,0.0001421556225977838,0.0004099720681551844,5.046713340561837e-05,5.993329978082329e-05,4.824998541153036e-05
104,9.424801100976765e-05,0.00012306390271987766,0.0003423603193368763,6.586340896319598e-05,4.7611996706109494e-05,3.641985313151963e-05
105,8.628721116110682e-05,0.0001193312564282678,0.00032020307844504714,7.136588101275265e-05,3.159916013828479e-05,5.4156869737198576e-05
106,7.605233986396343e-05,0.00011658704170258716,0.00036896203528158367,3.509563612169586e-05,2.929278889496345e-05,3.299761374364607e-05
107,7.585529237985611e-05,0.00011723990610335022,0.0003690150042530149,3.2193904189625755e-05,4.434467336977832e-05,2.340607716178056e-05
108,7.73485007812269e-05,0.00011834014730993658,0.00036203066702000797,3.701277819345705e-05,4.5792497985530645e-05,2.8524660592665896e-05
109,6.972280243644491e-05,0.00010717194527387619,0.0003221677616238594,3.0414239517995156e-05,4.1309795051347464e-05,3.47960194631014e-05
110,7.191604527179152e-05,0.0001090286677936092,0.00033909716876223683,3.510634633130394e-05,4.3198793719056994e-05,1.8712367818807252e-05
111,9.602773207006976e-05,0.00012897152919322252,0.0004120224330108613,3.0344759579747915e-05,3.82525468012318e-05,3.526636282913387e-05
112,8.724483632249758e-05,0.00012674895697273314,0.0003995640145149082,3.696973362821154e-05,4.083719977643341e-05,2.962485814350657e-05
113,7.292172813322395e-05,0.00010860512702492997,0.00033325093681924045,3.135136648779735e-05,4.728975909529254e-05,2.2528440240421332e-05
114,8.107705070869997e-05,0.00011558793630683795,0.00036530219949781895,3.368964826222509e-05,4.11764885939192e-05,2.2183385226526298e-05
115,9.965388017008081e-05,0.00012881081784144044,0.0004181300464551896,4.240271300659515e-05,3.455702244536951e-05,2.015351492445916e-05
116,0.00014564597222488374,0.0001722611195873469,0.0005369725404307246,4.862752393819392e-05,7.172514597186819e-05,3.171924254274927e-05
117,0.00010018429748015478,0.00012460221478249878,0.0003622086951509118,4.7362264012917876e-05,3.884003308485262e-05,4.999781958758831e-05
118,0.00010704438318498433,0.0001457516336813569,0.0004286167968530208,5.094532389193773e-05,3.9374339394271374e-05,6.407014006981626e-05
119,9.179940389003605e-05,0.00012621145287994295,0.00037592233275063336,5.422608955996111e-05,4.263648952473886e-05,3.2060983357951045e-05
120,8.142927254084498e-05,0.00011323244689265266,0.0003027048078365624,3.8620833947788924e-05,8.08647891972214e-05,3.073937841691077e-05
121,7.616717630298808e-05,0.00011271284893155098,0.0003214300377294421,3.442444358370267e-05,3.278134681750089e-05,6.221557123353705e-05
122,6.98817239026539e-05,0.00010031661804532632,0.0002983434242196381,3.953699706471525e-05,3.240902879042551e-05,3.097696753684431e-05
123,7.639622344868258e-05,0.00011838134378194809,0.0003600621421355754,3.488889706204645e-05,3.8436748582171276e-05,4.013755460618995e-05
124,7.308194471988827e-05,0.0001092427410185337,0.00033735111355781555,4.585318311001174e-05,3.3461630664533004e-05,2.0305013094912283e-05
125,8.953008364187554e-05,0.00011511109914863482,0.0003406314936000854,4.042440923512913e-05,4.5011260226601735e-05,3.4377251722617075e-05
126,9.385509474668652e-05,0.00013043111539445817,0.00043979103793390095,2.5472478228039108e-05,3.5851837310474366e-05,2.0609113562386483e-05
127,8.013364276848733e-05,0.00012147197412559763,0.00034153982414864004,7.928480044938624e-05,2.9959499443066306e-05,3.5103723348584026e-05
128,8.067691669566557e-05,0.00010894826846197248,0.0003078189038205892,6.402801955118775e-05,3.479946462903172e-05,2.9146691304049455e-05
129,8.361483924090862e-05,0.00013020752521697432,0.00037348049227148294,7.925558020360768e-05,4.4795015128329396e-05,2.3298989617615007e-05
130,6.972085975576192e-05,9.605780360288918e-05,0.00026680511655285954,5.389426587498747e-05,4.392315895529464e-05,1.9608660295489244e-05
131,6.732859037583694e-05,0.0001036246758303605,0.00031274743378162384,4.276716208551079e-05,2.86436770693399e-05,3.0340390367200598e-05
132,7.565222040284425e-05,9.87746097962372e-05,0.0003057908616028726,2.6616573450155556e-05,3.945548814954236e-05,2.3235515982378274e-05
133,7.228095637401566e-05,0.00010400080645922571,0.00031900356407277286,4.155299029662274e-05,3.269611988798715e-05,2.2750611606170423e-05
134,6.0561222198884934e-05,9.072129614651203e-05,0.00028428263613022864,2.7429467081674375e-05,2.5609317162889056e-05,2.5563769668224268e-05
135,6.166669481899589e-05,9.585441875969991e-05,0.00028833450051024556,2.2098622139310464e-05,4.070652721566148e-05,3.2277963327942416e-05
136,6.84104670654051e-05,0.00011086570157203823,0.00033233858994208276,4.493457527132705e-05,4.2601037421263754e-05,2.358856363571249e-05
137,7.531902519986033e-05,0.00010775198461487889,0.00030433261417783797,5.4284162615658715e-05,4.966937194694765e-05,2.272178062412422e-05
138,7.070723222568631e-05,9.887292253552005e-05,0.00026264411280862987,4.951518712914549e-05,6.212159496499225e-05,2.121081342920661e-05
139,7.200993422884494e-05,0.0001050426290021278,0.0003265999548602849,4.013770740129985e-05,3.872476372634992e-05,1.4708086382597685e-05
140,7.586649007862434e-05,0.000123390753287822,0.0003981612389907241,3.6626985092880204e-05,3.5340814065421e-05,2.3434098693542182e-05
141,8.369432907784358e-05,0.0001239602715941146,0.00035945215495303273,5.817474448122084e-05,4.549602454062551e-05,3.271814057370648e-05
142,8.661206811666489e-05,0.00010625455615809187,0.00029906039708293974,6.926897913217545e-05,3.7980833440087736e-05,1.870799133030232e-05
143,8.205288759199902e-05,0.00010433472925797105,0.00030031558708287776,4.793796324520372e-05,3.61842721758876e-05,3.29010836139787e-05
144,7.260160055011511e-05,0.00010746551561169326,0.00031498525640927255,5.449298623716459e-05,2.83026402030373e-05,3.208116322639398e-05
145,9.279438381781802e-05,0.0001329151273239404,0.0004219208494760096,4.229252954246476e-05,4.383116902317852e-05,2.3615990357939154e-05
146,7.11154643795453e-05,0.00010651168850017712,0.0003258863289374858,3.137554449494928e-05,4.308880306780338e-05,2.56961375271203e-05
147,7.454004662577063e-05,0.0001128294607042335,0.0003516149299684912,4.033965160488151e-05,3.135490260319784e-05,2.800834772642702e-05
148,7.192389603005722e-05,9.99529511318542e-05,0.000293376506306231,3.3950680517591536e-05,4.537691347650252e-05,2.7107684218208306e-05
149,6.8764689785894e-05,0.00010217296949122101,0.0002743415243458003,4.052635267726146e-05,5.548412445932627e-05,3.833987648249604e-05
150,7.179657404776663e-05,9.940165909938514e-05,0.00030094358953647316,2.918393693107646e-05,4.3591375288087875e-05,2.3887792849563994e-05
151,7.037504110485315e-05,9.712390601634979e-05,0.00027691374998539686,4.478018308873288e-05,4.7219073167070746e-05,1.9582605091272853e-05
152,0.0001223800063598901,0.00015783401613589376,0.00043612788431346416,8.951868221629411e-05,7.131684105843306e-05,3.437267878325656e-05
153,7.439556793542579e-05,0.00010864365322049707,0.0002905357687268406,4.195711517240852e-05,6.431743531720713e-05,3.7764264561701566e-05
154,8.764654921833426e-05,0.00013228735770098865,0.0004199969407636672,3.959910827688873e-05,4.604752393788658e-05,2.350587965338491e-05
155,7.999738591024652e-05,0.00011118436668766662,0.0003462282184045762,4.329357761889696e-05,3.6414367059478536e-05,1.880127274489496e-05
156,5.990800491417758e-05,8.414941839873791e-05,0.0002394886832917109,3.7178870115894824e-05,4.291889854357578e-05,1.7011210729833692e-05
157,5.947423414909281e-05,9.540454630041495e-05,0.0002863947593141347,3.0696552130393684e-05,4.264351082383655e-05,2.188335383834783e-05
158,6.820320413680747e-05,9.602228237781674e-05,0.00029519968666136265,2.7977510399068706e-05,4.531657759798691e-05,1.5595329386997037e-05
159,7.114228355931118e-05,9.909222717396915e-05,0.0002454729692544788,4.6808043407509103e-05,7.715885294601321e-05,2.692908856261056e-05
160,5.7561974244890735e-05,9.734160994412377e-05,0.00028809712966904044,3.620564893935807e-05,4.2913572542602196e-05,2.215010863437783e-05
161,6.216252950252965e-05,9.366929589305073e-05,0.00024422549176961184,5.001993849873543e-05,3.9658141758991405e-05,4.077360426890664e-05
162,6.701277743559331e-05,9.190379205392674e-05,0.000224908217205666,6.380876584444195e-05,5.522656283574179e-05,2.3671604139963165e-05
163,7.198233652161434e-05,0.00010637309605954215,0.00027033680817112327,7.295362593140453e-05,4.987579450244084e-05,3.232620292692445e-05
164,8.740449993638322e-05,0.00012543972115963697,0.0002926300512626767,9.43296545301564e-05,6.715575000271201e-05,4.764346522279084e-05
165,5.72837634535972e-05,8.886797149898484e-05,0.00025725006707943976,3.973114871769212e-05,3.3840715332189575e-05,2.4649947590660304e-05
166,6.900566950207576e-05,9.70183900790289e-05,0.00030120290466584265,2.9149508918635547e-05,3.4053842682624236e-05,2.3667353161727078e-05
167,7.015534356469288e-05,0.00010430682596052065,0.0002903351851273328,3.513402407406829e-05,4.5146745833335444e-05,4.6611348807346076e-05
168,5.829588553751819e-05,8.675157732795924e-05,0.00023968624009285122,5.758188490290195e-05,3.1106297683436424e-05,1.863187935668975e-05
169,5.5803167924750596e-05,8.363244705833495e-05,0.00023636233527213335,3.935875429306179e-05,4.0780923882266507e-05,1.80278075276874e-05
170,5.680730100721121e-05,8.469245949527249e-05,0.00024631607811897993,3.109399403911084e-05,4.332168464316055e-05,1.8038086636806838e-05
171,5.742302892031148e-05,8.413194882450625e-05,0.0002346063411096111,5.3463496442418545e-05,3.5207285691285506e-05,1.3250666597741656e-05
172,6.947345536900684e-05,0.00010280622518621385,0.00031736629898659885,3.561187259037979e-05,4.036069367430173e-05,1.7886039131553844e-05
173,6.01917490712367e-05,9.362569107906893e-05,0.00027566944481804967,4.0662940591573715e-05,2.7587437216425315e-05,3.0582981707993895e-05
174,6.120841135270894e-05,8.920066466089338e-05,0.00024683779338374734,5.172417149879038e-05,3.6605291825253516e-05,2.1635387383867055e-05
175,6.468575156759471e-05,9.985138603951782e-05,0.00023881782544776797,5.585591497947462e-05,6.818415567977354e-05,3.65476735169068e-05
176,5.831259841215797e-05,9.987755038309842e-05,0.00028165854746475816,3.14652752422262e-05,6.463407044066116e-05,2.1752370230387896e-05
177,5.8939527662005275e-05,9.539500751998276e-05,0.00028445664793252945,4.100941077922471e-05,3.242238744860515e-05,2.36915766436141e-05
178,5.377997877076268e-05,8.648364746477455e-05,0.0002643826592247933,2.5666238798294216e-05,3.0226416129153222e-05,2.5659261154942214e-05
179,5.445716669782996e-05,8.834170148475096e-05,0.00026524977874942124,2.2490350602311082e-05,3.6615827411878854e-05,2.90107727778377e-05
180,5.573927774094045e-05,9.085762576432899e-05,0.0002732269058469683,4.3691623432096094e-05,3.0282673833426088e-05,1.622927447897382e-05
181,7.078021008055657e-05,0.00010015429143095389,0.0002646601351443678,4.1283274185843766e-05,6.783605203963816e-05,2.6837686164071783e-05
182,4.750764128402807e-05,7.82865026849322e-05,0.00023645324108656496,3.771912815864198e-05,2.435649912513327e-05,1.4617101442127023e-05
183,5.289363252813928e-05,8.142152364598587e-05,0.0002571804798208177,2.5865105271805078e-05,3.142163041047752e-05,1.1218922736588866e-05
184,8.510830230079591e-05,0.00010941101936623454,0.00033372032339684665,3.16934019792825e-05,5.5915563279995695e-05,1.6314770618919283e-05
185,6.682609091512859e-05,9.742362453835085e-05,0.00023879689979366958,6.470736843766645e-05,5.9079728089272976e-05,2.7110545488540083e-05
186,5.7697296142578125e-05,8.226195495808497e-05,0.00022931591956876218,4.359014201327227e-05,3.645563992904499e-05,1.9686096493387595e-05
187,5.4946664022281766e-05,8.533954678568989e-05,0.00025156428455375135,3.592278153519146e-05,2.890651740017347e-05,2.496460911061149e-05
188,4.911892756354064e-05,7.723746966803446e-05,0.0002322164218639955,3.525617648847401e-05,2.4833901989040896e-05,1.6643352864775807e-05
189,5.3684019803768024e-05,8.150416397256777e-05,0.0002452924381941557,3.092144106631167e-05,3.1222567486111075e-05,1.8580214600660838e-05
190,4.9623893573880196e-05,7.414621359203011e-05,0.00021716169430874288,2.850438431778457e-05,3.097940134466626e-05,1.9939374396926723e-05
191,5.33866259502247e-05,8.808595157461241e-05,0.0002618267899379134,2.3725840947008692e-05,3.3595588320167735e-05,3.319561074022204e-05
192,5.879502714378759e-05,8.422704559052363e-05,0.00022177134815137833,2.68133790086722e-05,4.90201564389281e-05,3.930333332391456e-05
193,6.064873741706833e-05,8.77683560247533e-05,0.0002382564707659185,5.3700267017120495e-05,2.95283280138392e-05,2.9588381948997267e-05
194,5.162524030311033e-05,8.16714673419483e-05,0.0002434291527606547,2.7625274015008472e-05,2.976688301714603e-05,2.586458867881447e-05
195,4.4509597501019016e-05,7.201533298939466e-05,0.00022821211314294487,2.2027326849638484e-05,2.4306164050358348e-05,1.3515727005142253e-05
196,5.163679088582285e-05,8.098307444015518e-05,0.0002399494987912476,3.138656393275596e-05,3.688665310619399e-05,1.5709591025370173e-05
197,5.384998075896874e-05,8.543195144739002e-05,0.00027957145357504487,2.120693534379825e-05,2.6547872039373033e-05,1.4401589396584313e-05
198,5.5766529840184376e-05,8.634091500425711e-05,0.00023802835494279861,6.05199093115516e-05,2.6838550184038468e-05,1.997683648369275e-05
199,4.898642509942874e-05,7.725938485236838e-05,0.00024373011547140777,2.1121555619174615e-05,2.7403233616496436e-05,1.6782609236543067e-05
200,7.237031240947545e-05,0.00010853739513549954,0.00028098898474127054,6.233115709619597e-05,5.0267106416868046e-05,4.056232864968479e-05
201,5.741839777329005e-05,9.565635991748422e-05,0.00027845747536048293,2.9952265322208405e-05,4.468201586860232e-05,2.9533717679441907e-05
202,5.442374458652921e-05,8.494006033288315e-05,0.00024550172383897007,2.9783665013383143e-05,3.0955150577938184e-05,3.351971463416703e-05
203,4.760617594001815e-05,8.039020030992106e-05,0.00024836743250489235,2.3157825125963427e-05,2.8656333597609773e-05,2.13792227441445e-05
204,5.544329542317428e-05,8.240113675128669e-05,0.0002283498615724966,3.715037018992007e-05,4.271433863323182e-05,2.1389983885455877e-05
205,4.764521145261824e-05,7.723321323283017e-05,0.00022571292356587946,2.9224262107163668e-05,3.3133830584120005e-05,2.0861802113358863e-05
206,4.051076393807307e-05,6.840423156972975e-05,0.0002133903035428375,2.4306207706104033e-05,1.9761091607506387e-05,1.6159350707312115e-05
207,4.6635042963316664e-05,7.317390554817393e-05,0.00023085701104719192,2.8838703656219877e-05,2.2181096937856637e-05,1.0818812370416708e-05
208,4.233544314047322e-05,7.119471410987899e-05,0.00022104008530732244,1.9552928279154003e-05,2.5136005206150003e-05,1.9049828551942483e-05
