run_dir,config_preset,learning_rate,n_epochs,clip_range,action_std,run_status,max_approx_kl,final_approx_kl,final_clip_fraction,final_action_saturation,initial_completion,final_completion,best_at_timestep_zero,passed_calibration
results\rl\stage1\bcinit_controlled\20260724_135500,"{""strategy"": ""fixed"", ""value"": 0.1, ""std_min"": 0.05, ""std_max"": 0.15, ""log_std_fallback"": -2.5}",1e-05,1,0.05,"{""surge"": 0.10000000149011612, ""sway"": 0.10000000149011612, ""heave"": 0.10000000149011612, ""yaw"": 0.10000000149011612}",COMPLETED,0.001814,0.0018138097366318107,0.3100000023841858,0.0,1.0,1.0,True,True
